album_id,album,copy_album_id
1509,Annie - Original Telefilm Soundtrack,1509
1510,Hello Hawk,1510
1511,Destiny,1511
1512,Da Story Never End,1512
1513,"Избранное, часть 1",1513
1514,"Hindemith: Violin Concerto, Kammermusik No. 4 & Tuttifäntchen Suite",1514
1515,"Избранное, часть 2",1515
1516,En la Fete de Noel - O Holy Night,1516
1517,Arista Heritage Series: Thompson Twins,1517
1518,Listen to the Storyteller: A Trio of Musical Tales from Around the World,1518
1519,"Bruckner: Symphony No. 7, Wab 107",1519
1520,Pickin' On Jimi Hendrix: A Bluegrass Tribute,1520
1521,"Villa-Lobos, H.: Fantasia, Op. 630 / Dubois, P.M.: Saxophone Concerto / Ibert, J.: Concertino Da Camera",1521
1522,"Strong: Symphony No. 2, 'sintram' / Chorale",1522
1523,Songs of Betrayal Part 2,1523
1524,"Rags, Reels & Airs",1524
1525,Music Of The Heart The Album,1525
1526,Walton: Violin Concerto / Cello Concerto,1526
1527,Dupin / Pasculli: Variations On Verdi's Themes,1527
1528,Poulenc: Organ Concerto / Concert Champetre,1528
1529,"Peter Ablinger: Der Regen, das Glas, das Lachen, Ohne Titel & Quadraturen IV ""Selbstportrait mit Berlin""",1529
1530,Attila,1530
1531,Moment of Truth,1531
1532,Cry For The Moon/Homer,1532
1533,Live at Billy Bob's Texas,1533
1534,"Glazunov, A.K.: Orchestral Works, Vol. 10 - Suite Caracteristique / Le Chant Du Destin / Preludes",1534
1535,Day One,1535
1536,Hymns & Ballads,1536
1537,In The Kind Land,1537
1538,Eufaula,1538
1539,Chabad Classics 4,1539
1540,Roots Revival,1540
1541,Holten: Medieval Music in Denmark,1541
1542,Hardest Pit in the Litter,1542
1543,Mystery Pacific,1543
1544,Verdi : La Forza Del Destino,1544
1545,"Glazunov, A.K.: Orchestral Works, Vol. 11 - Concerto Ballata / Chant Du Menestrel",1545
1546,A Handful Of Keys,1546
1547,Jón Leifs,1547
1548,The Definitive Collection,1548
1549,Somebody Else's Troubles,1549
1550,"Thomson, V.: Symphonies Nos. 2 and 3 / Symphony On A Hymn Tune",1550
1551,"Allen, Jackie: Which?",1551
1552,Insect Ball,1552
1553,All I Ask Of You,1553
1554,Maximum Violence,1554
1555,P.S. Mr. Cole,1555
1556,Los Grandes Éxitos En Español,1556
1557,Who's Your Daddy,1557
1558,Cole Porter Songbook,1558
1559,Julie Wilson Sings Gershwin,1559
1560,Unida / Dozer Double EP,1560
1561,Vieuxtemps: Violin Concertos Nos. 1 and 4,1561
1562,"Glazunov, A.K.: Orchestral Works, Vol. 12 - Symphonies Nos. 3 and 9",1562
1563,Kurt Weill: Die Dreigroschenoper,1563
1564,Lotte Lenya: American Theater Songs,1564
1565,Jazz in Film,1565
1566,Voice from Heaven,1566
1567,Desolate,1567
1568,Anibal Troilo Vol. 15,1568
1569,Introducing Dorothy Dandridge,1569
1570,"Shostakovich: String Quartets (Complete), Vol. 1 - Nos. 6, 7, 10",1570
1571,True,1571
1572,"Fever, A Tribute to Peggy Lee",1572
1573,Swing! (Original Broadway Cast Recording),1573
1574,Goodbye Private Life,1574
1575,The Bobaloos,1575
1576,I Can't Make You Free,1576
1577,Vertú,1577
1578,Tell it to the Wheels,1578
1579,El Padrino,1579
1580,Qualtinger liest Karl Kraus - Die letzten Tage der Menschheit,1580
1581,Smokin' Section,1581
1582,Pal,1582
1583,Songs About Cowgirls,1583
1584,Tim Flannery,1584
1585,Running With Scissors,1585
1586,Fellow Workers,1586
1587,Helicon: Winter Solstice (A),1587
1588,Quintet for New Tango,1588
1589,Ska Splash,1589
1590,Simple Gifts,1590
1591,A Lo Mestizo,1591
1592,Everywhere We Go,1592
1593,Playing With Fire,1593
1594,Light Fantastic,1594
1595,Volume 5 1928-29,1595
1596,Volume 6 1929,1596
1597,Street Faërie,1597
1598,Supernatural (Remastered),1598
1599,Prophecy: A Hearts of Space Native American Collection,1599
1600,Stabat Mater: Classical Music for Reflection and Meditation,1600
1601,Todo Esta Bien,1601
1602,Beyond Hypothermia,1602
1603,Moe Life,1603
1604,Anthony & Joseph Paratore Play Brahms,1604
1605,Yankem and the Jobbers,1605
1606,The Most Fabulous Christmas Album Ever,1606
1607,Sail Away Ladies,1607
1608,"Schubert: Piano Quintet in A Major ""Trout"" - Mozart: Serenade No. 13 in G Major ""Eine kleine Nachtmusik""",1608
1609,Brown25,1609
1610,Conversations,1610
1611,In The Moment,1611
1612,Marcello: Requiem in the Venetian Style,1612
1613,Beethoven: Piano Sonatas Nos. 13-15,1613
1614,Алсу,1614
1615,Skim Coat,1615
1616,Grandfather's Horse,1616
1617,14 Exitos Nortenos,1617
1618,Carnival '99,1618
1619,Fire and Water: The Spirit of Renaissance Spain,1619
1620,Rimsky-Korsakov: Pan Voyevoda / Sadko / May Night,1620
1621,Murda Muzik,1621
1622,Yo Fui una Adolescente Terrosatánica,1622
1623,Crossroads of Praise,1623
1624,Larsson: Forkladd Gud / Rosenberg: Den Heliga Natten,1624
1625,From The Inside Out,1625
1626,Kreislers Purzelbäume,1626
1627,Beyond Tomorrow,1627
1628,Mozart: Piano Concertos Vol. 1,1628
1629,Under The Spell,1629
1630,Emergency & I,1630
1631,Только она,1631
1632,Matamba,1632
1633,Sones Zapotecos De Juchitan,1633
1634,Wise Guyz On Tha Rise,1634
1635,LIVE AT McCABES GUITAR SHOP,1635
1636,Da Turdy Point Buck III - Da Turd Album,1636
1637,Happiness...Is Not a Fish That You Can Catch,1637
1638,Hundred Year Shadow,1638
1639,Rachmaninov: Symphonic Dances / The Bells,1639
1640,Wetz: Symphony No. 2 / Kleist Overture Op. 16,1640
1641,River City Revival,1641
1642,Diggin' In - Digging Out,1642
1643,Freedom's Serenade,1643
1644,Jazz Child,1644
1645,Norwegian Violin Favourites,1645
1646,Hell Bent for Metal: Tribute to Judas Priest,1646
1647,Every Day And Every Night,1647
1648,Johann Sebastian Bach: Johannes-Passion BWV 245 (St. John Passion BWV 245),1648
1649,Spanish Guitar Collection,1649
1650,Captain Corelli's Mandolin: Music From the Novels of Louis De Bernieres,1650
1651,Welcoming,1651
1652,The Last Of The Daydreams,1652
1653,Avshalomov: Flute Concerto - Symphony No. 1,1653
1654,To Die For ...,1654
1655,Moments of Bloom,1655
1656,Alaska,1656
1657,Circlechant,1657
1658,Handel: Dixit Dominus / Salve Regina / Nisi Dominus,1658
1659,X,1659
1660,The Faces Of Love: The Songs of Jake Heggie,1660
1661,Hammer Time,1661
1662,Dance in the Glory,1662
1663,"Ireland, J.: Piano Works, Vol. 2 - Decorations / Sonatina / Leaves From A Child's Sketchbook",1663
1664,The Importance of Sauce,1664
1665,Joyful Noise,1665
1666,New Animal,1666
1667,"Rubinstein Collection, Vol. 49: Chopin: Nocturnes",1667
1668,1% Faster,1668
1669,Inside Wants Out,1669
1670,Dralion,1670
1671,Jeremy Filsell at Buckfast Abbey Plays Organ Music by Sebastian Wolff,1671
1672,The Verve Pipe,1672
1673,Radio Chongching,1673
1674,The Earth Pressed Flat,1674
1675,The 3rd Wish to Rock the World,1675
1676,On the Road,1676
1677,Yin-Yang,1677
1678,I'm Back,1678
1679,Shinin N Grindin,1679
1680,Ponga,1680
1681,Coptic Liturgies (Egypt),1681
1682,Hit Parade,1682
1683,Up In The Woods,1683
1684,Aghora,1684
1685,The Way Back Home,1685
1686,The Missin' Element,1686
1687,"Rubinstein Collection, Vol. 24: Mendelssohn: Piano Trio, Op. 49; Brahms: Piano Trio, Op. 8",1687
1688,"Rubinstein Collection, Vol. 73: Brahms Piano Trio No. 3; Schubert Piano Trio No. 2",1688
1689,"Rubinstein Collection, Vol. 11: Beethoven: Sonata Op. 81a (Les Adieux); Franck, Villa-Lobos, Szymanowski, Milhaud, Gershwin, Liszt, Schubert",1689
1690,"Bach, J.S.: Sonatas and Partitas for Solo Violin, Bwv 1004-1006",1690
1691,Everybody Loves Me But You,1691
1692,Pastels,1692
1693,April Kisses,1693
1694,Sousa: On Wings of Lightning,1694
1695,Knock Knock,1695
1696,"Chopin: Nocturnes, Vol. 2",1696
1697,"Rubinstein Collection, Vol. 25: Ravel: Trio in A Minor; Tchaikovsky: Trio in A Minor, Op. 50",1697
1698,The Other Shore,1698
1699,Cookin' with the Mighty Burner,1699
1700,Verdi: Traviata (La) (Sung in English),1700
1701,Crossover,1701
1702,Better Days,1702
1703,Unconditional Love,1703
1704,Stay The Same,1704
1705,22 Songs That You'll Never Want To Hear Again!,1705
1706,Buxtehude: Organ Works / Arp-Schnitger-Orgel Hamburg Vol. 1,1706
1707,Iguana Iguana,1707
1708,Positive Thinking,1708
1709,L L L L L,1709
1710,"Hang on, Ted",1710
1711,"My Secret Heart: Songs of the Parlour, Stage and Silver Screen",1711
1712,The Fabulous Benny Goodman,1712
1713,Out of Bad Luck,1713
1714,"Scarlatti, D.: Keyboard Sonatas, Vol. 1",1714
1715,"Scarlatti, D.: Keyboard Sonatas, Vol. 2",1715
1716,...Continued (Remixes),1716
1717,Heartburst,1717
1718,Escena Alterlatina,1718
1719,Eye II Eye,1719
1720,Bruckner: Symphony No. 9,1720
1721,Listener Supported (Live),1721
1722,Haydn: Masses Nos. 2 and 11 / Ave Regina,1722
1723,Chopin: Piano Music,1723
1724,Bobo.,1724
1725,Days Away,1725
1726,Beach: Piano Quintet in F-Sharp Minor / Theme and Variations / Piano Trio in A Minor,1726
1727,People of the Willows,1727
1728,...Plays Well With Others,1728
1729,"Rubinstein Collection, Vol. 16: Chopin: 24 Preludes, Berceuse, Barcarolle, Sonata No. 2 (""Funeral March""), Impromptu No.3",1729
1730,"Rubinstein Collection, Vol. 54: All Schubert: Sonata, D.960; Wanderer Fantasy; Impromptus, Op. 90/3&4",1730
1731,"Rubinstein Collection, Vol. 78: Beethoven: Piano Concertos Nos. 3 and 4",1731
1732,"Rubinstein Collection, Vol. 14: Beethoven: Piano Concerto No. 3, Sonatas Nos. 18 & 23 (""Appassionata"")",1732
1733,"Rubinstein Collection, Vol. 26: Chopin: 19 Nocturnes; 4 Scherzos; 3 Etudes, Op. posth., Fantaisie-Impromptu",1733
1734,"Rubinstein Collection, Vol. 23: Fauré: Piano Quartet No. 1, Op. 15; Schumann: Piano Quintet, Op. 44",1734
1735,Mi Tentacion,1735
1736,"Lute Recital: Mcfarlane, Ronn - Grieve, D. / Beck / Lesslie (Highland King - The Scottish Lute, Vol. 2)",1736
1737,"Rubinstein Collection, Vol. 34: Brahms: Concerto No.1 in D Minor, Capriccio, Intermezzo, Rhapsody",1737
1738,"Rubinstein Collection, Vol. 37: Grieg: Piano Concerto In A Minor; Tchaikovsky: Piano Concerto No. 1",1738
1739,"Rubinstein Collection, Vol. 50: Chopin: 51 Mazurkas",1739
1740,"Rubinstein Collection, Vol. 60: Grieg: Piano Concerto; Rachmaninoff: Piano Concerto No. 2",1740
1741,Imusic,1741
1742,"Rubinstein Collection, Vol. 18: Music Of Spain: Works by Falla, Granados, Albéniz, Mompou",1742
1743,"Telemann: Musique De Table (Tafelmusik), Vol. 2",1743
1744,Ritualistic,1744
1745,"Country a la Mexicana, Vol. 1",1745
1746,Third Coast Born,1746
1747,X L (Extra Large),1747
1748,Whirlaway,1748
1749,"Villa-Lobos, H.: Piano Music, Vol. 1 - A Prole Do Bebe, No. 1 / Cirandas",1749
1750,Chainsaw Dismemberment,1750
1751,Good Blues To You,1751
1752,Complete Rags,1752
1753,La gioconda,1753
1754,"Rubinstein Collection, Vol. 43: Works by Ravel, Poulenc, Chabrier, Debussy",1754
1755,"Rubinstein Collection, Vol. 38: Brahms: Piano Concerto No. 2; 2 Intermezzos; Rhapsody in G Minor",1755
1756,The Unknown Ives,1756
1757,Harmony Of The Spheres,1757
1758,R&B: From Doo-Wop To Hip-Hop,1758
1759,Black&White,1759
1760,The Ballad Of Cappy John & Other Songs Of Coastal Maine,1760
1761,Turning,1761
1762,The Hawk In Hi-Fi,1762
1763,Viva Films Great Movie Themes Vol. 4,1763
1764,There Is Nothing Left To Lose,1764
1765,"Mahler: Symphony No. 2 in C Minor ""Resurrection""",1765
1766,Masters Of The Stage - 2000 Veces Mania,1766
1767,Disco Nights,1767
1768,Chant: Ecstasy & Stillness,1768
1769,"Maximum Boom for Your System, Vol. 3: The Ultimate Collection",1769
1770,Le Marija: Traditional Music Of Madagascar,1770
1771,"Kozeluch, L.: Symphonies in D Major / G Minor / F Major",1771
1772,Mahler: Symphony No. 5 in C-Sharp Minor,1772
1773,I Need To Know,1773
1774,"Mahler: Symphony No. 6 in A Minor ""Tragic""",1774
1775,Lan Duil,1775
1776,This Is The Remix,1776
1777,Nur das Beste,1777
1778,"Macht, Robert: Vishnu",1778
1779,The Young Domingo,1779
1780,Travis Pickle,1780
1781,Soundtrack To A Generation: A Tribute To Simon & Garfunkel,1781
1782,Can't Get There From Here,1782
1783,Heinichen: Dresden Wind Concertos,1783
1784,Softball,1784
1785,George Washington: Music for the First President,1785
1786,Mein Kampf,1786
1787,Mama Mundi,1787
1788,Eternity & Main,1788
1789,Dohnanyi: Suite in F-Sharp Minor / Variations On A Nursery Theme / The Veil of Pierrette,1789
1790,"Cinema Serenade II - ""The Golden Age""",1790
1791,Benedictus - Classical Music for Reflection And Meditation,1791
1792,Spain Rondinella (La): Sephardic Journey (Spain and the Spanish Jews),1792
1793,Help Us Get High,1793
1794,A Baroque Messiah,1794
1795,Britten: Violin Concerto / Cello Symphony,1795
1796,Kora Revolution,1796
1797,Grow Fins - Rarities 1965-1982,1797
1798,Balada - Bulgarian Wedding Music,1798
1799,"Bach, J.S.: Christmas Oratorio",1799
1800,Simone's Dance,1800
1801,Vestavia,1801
1802,Fanmail,1802
1803,One Notch Up,1803
1804,Apertura,1804
1805,Step Aside,1805
1806,The Now Sound of Ursula 1000,1806
1807,SwingLand,1807
1808,Dear Diary,1808
1809,The Fairy Garden,1809
1810,Pass the Biscuits!,1810
1811,Homemade,1811
1812,Chicago Rhythm & Blues Kings,1812
1813,"Enescu, Debussy, and Ravel",1813
1814,The Vanguard Jazz Orchestra: Thad Jones Legacy,1814
1815,Howells: Hymnus Paradisi / A Kent Yeoman's Wooing Song,1815
1816,All Hat - No Cattle,1816
1817,Buster Cherry,1817
1818,Greens From The Garden,1818
1819,The Killing Gods,1819
1820,"Musik From Tajikistan, Georgia, Azerbaijan And Armenia",1820
1821,Go Where the Action Is,1821
1822,The Funk Squad Compilation,1822
1823,The Best Man - Music From The Motion Picture,1823
1824,Tout le monde,1824
1825,Postales del Alma,1825
1826,Live at El Rey,1826
1827,"Sor: 6 Waltzes, Opp. 17 and 18 / 6 Airs, Op. 19",1827
1828,Under The Blood Red Lava Lamp,1828
1829,Shake That Mess,1829
1830,Beatrice di Tenda,1830
1831,Soundsystem,1831
1832,The Human Slate,1832
1833,Bajo El Azul De Tu Misterio,1833
1834,16 Great Praise & Worship Classics Volume 2,1834
1835,New Freedom Bell,1835
1836,Urchin Tear Soda,1836
1837,Etta Jones Sings Sammy Cahn All the Way,1837
1838,Disfigured,1838
1839,A cat-shaped hole in my heart,1839
1840,X X X,1840
1841,The Carol Commission,1841
1842,Rainbow,1842
1843,John Stewart & Darwin's Army,1843
1844,Soundpieces: Da Antidote,1844
1845,Cow Tunes for Kids,1845
1846,Ruders: A Drummer's Tale II,1846
1847,Peterson-Berger: Flowers From Froso Island,1847
1848,Hold Me To It,1848
1849,Bruch: Symphony No. 3 - Violin Concerto No. 2,1849
1850,Songs Without Words,1850
1851,World Songs,1851
1852,Falling In Love With Paul Desmond,1852
1853,Regions of the Soul,1853
1854,Man vs. Beast,1854
1855,Lauren Wood,1855
1856,"Rubinstein Collection, Vol. 27: Chopin: 51 Mazurkas, 4 Impromptus",1856
1857,Aint Nuttin Shakin,1857
1858,Essence,1858
1859,Bernstein & Britten,1859
1860,Bluegrass Mandolin Extravaganza,1860
1861,"Rubinstein Collection, Vol. 67: Brahms: Piano Quintet, Op. 34; Dvorák: Piano Quintet, Op. 81",1861
1862,"Willson, M.: Symphonies Nos. 1 and 2",1862
1863,Request,1863
1864,"Stravinsky: Petrouchka, The Rite Of Spring, Fireworks",1864
1865,"Karelia Suite, Tapiola, Nightride And Sunset",1865
1866,"Rubinstein Collection, Vol. 32: Liszt: Piano Concerto No. 1; Szymanowski: Symphonie concertante; Falla: Nights in the Gardens of Spain",1866
1867,Sowerby: Works for Organ and Orchestra,1867
1868,Test,1868
1869,Love For Sale,1869
1870,Intonarumori,1870
1871,The Prayer Cycle,1871
1872,Retrograss,1872
1873,The New Latinaires,1873
1874,Drag Queens In Limousines,1874
1875,"Andrei Eshpai, Vol. 2",1875
1876,"Лучшее, любимое и только для Вас!",1876
1877,"Лучшее, любимое и только для Вас! Часть 3",1877
1878,"Лучшее, любимое и только для Вас! Часть 1",1878
1879,"Лучшее, любимое и только для Вас! Часть 2",1879
1880,"Лучшее, любимое и только для вас! Часть 4",1880
1881,Comet,1881
1882,Band of Changes,1882
1883,Dee-O,1883
1884,"Rubinstein Collection, Vol. 36: Beethoven: Piano Concertos Nos. 1-5; Sonata No. 18; Haydn: Andante & Variations",1884
1885,Cross Purpose,1885
1886,Two Feet Tall,1886
1887,StarCollection,1887
1888,3,1888
1889,Goodbye 20th Century (Syr 4),1889
1890,Difernt,1890
1891,Come On Now Social,1891
1892,Winter in Venice,1892
1893,Englund: Symphonies Nos. 2 and 4 / Piano Concerto No. 1,1893
1894,She Comes In Waves,1894
1895,"Chopin: 24 Preludes; Sonata No.2, Op.35; Polonaise, Op.53",1895
1896,Lorquiana: Canciones Populares De Federico Garcia Lorca,1896
1897,"Loud Guitars, Big Suspicions",1897
1898,Hope Springs Nocturnal,1898
1899,Requiem: Classical Music for Reflection and Meditation,1899
1900,"Lumbye: Complete Orchestral Works, Vol. 3",1900
1901,"Pachelbel, J.: Organ Music (Complete), Vol. 5",1901
1902,"Pachelbel, J.: Organ Music (Complete), Vol. 6",1902
1903,Gust Of Wind,1903
1904,You Give,1904
1905,20th Century Hits,1905
1906,The Vampire Chronicles,1906
1907,Pokemon - 2.b.a. Master - Music From The Hit Tv Series,1907
1908,Endurance,1908
1909,Totentanz,1909
1910,"Pachelbel, J.: Organ Music (Complete), Vol. 7",1910
1911,Ghosts of Hallelujah,1911
1912,"Pachelbel, J.: Organ Music (Complete), Vol. 10",1912
1913,"Pachelbel, J.: Organ Music (Complete), Vol. 11",1913
1914,Faith Moves,1914
1915,"De Colección, Vol. 2",1915
1916,Hagen: Lute Sonatas / Locatelli Variations,1916
1917,"Pachelbel, J.: Organ Music (Complete), Vol. 9",1917
1918,Galaxy Trio,1918
1919,Manifesto For Futurism,1919
1920,Respighi: Concerto In Modo Misolidio / Concerto A Cinque,1920
1921,Los Mejores Duetos:15 Corridos Picudos,1921
1922,Thinking of You,1922
1923,Drowning on Dry Land,1923
1924,"Bortniansky: Sacred Concertos, Vol. 1",1924
1925,Jason and the Argonauts,1925
1926,Live at the Austin Outhouse,1926
1927,Superclass,1927
1928,"Phillips, Grier & Flinner",1928
1929,Resurrection,1929
1930,5000 Miles,1930
1931,Baby,1931
1932,Promise,1932
1933,Stronghold,1933
1934,Murder Dog Magazine Presents Southern Xxx-Posure,1934
1935,Get Wild!,1935
1936,Vaughan Williams: Valiant for Truth / Symphony No. 5 / The Pilgrim Pavement / Prelude and Fugue,1936
1937,Whatcha Gonna Do Honky?,1937
1938,Cajun and Creole Jam,1938
1939,"Coates, E.: London Calling - Music for Wind Band",1939
1940,Live At The Rynborn,1940
1941,My Favorite Brahms,1941
1942,Rihm: Musik für 3 Streicher,1942
1943,Uncut Diamond,1943
1944,Memorandum,1944
1945,Piano Transcriptions from Wagner's Operas,1945
1946,I Lied My Face Off - EP,1946
1947,Seven Year Itch: 1982-1989,1947
1948,Hoopie Rides Again,1948
1949,Sacrament,1949
1950,This Might Sting a Little,1950
1951,Darrin's Coconut Ass: Live,1951
1952,Tal Cual Es,1952
1953,Alarm,1953
1954,Cuba Libre,1954
1955,Rave Un2 the Joy Fantastic,1955
1956,Rebirth,1956
1957,Resin,1957
1958,Memories Of Scottish Weekend,1958
1959,Samba For Felix,1959
1960,Until Your Heart Stops,1960
1961,"Palestrina, G.: Choral Music",1961
1962,Meditation: The Greatest Hits 2-Cd Set,1962
1963,"Martinu: Works for Cello and Piano, Vol. 1",1963
1964,Alone And Trippin',1964
1965,Somethin Wicked This Way Comes,1965
1966,Hard to Hit,1966
1967,Schütz: Christmas Works,1967
1968,"Rubinstein Collection, Vol. 39: Schumann: Piano Concerto in A Minor, Op. 54; Symphonic Études; Arabeske; Vogel als Prophet",1968
1969,"Rubinstein Collection, Vol. 53: Concertos: Schumann Concerto, Liszt Concerto No. 1, Saint-Saëns: Concerto No. 2",1969
1970,Dick & Derek At The Movies,1970
1971,Hurry Up and Wait,1971
1972,In Too Deep - Music From The Dimension Motion Picture,1972
1973,Where Is My Mind,1973
1974,MES DEUX JOURS,1974
1975,Brazilian Nights,1975
1976,Horror Films Collection - Volume 2,1976
1977,Harry Allen Meets John Pizzarelli Trio,1977
1978,The Home Recordings,1978
1979,Sou Você (Orfeu),1979
1980,Swingin' To Sting & the Police,1980
1981,Utonian_Automatic,1981
1982,Motherfucker,1982
1983,Falling In Love With Benny Goodman,1983
1984,Sword of the Spirit: Psalm Series With Kent Henry Vol. 1,1984
1985,Music for Saxophone and Orchestra,1985
1986,Rarities,1986
1987,Pretty Flower Cover,1987
1988,Title Of Record (Expanded Edition),1988
1989,Life Without Fear,1989
1990,沒話說,1990
1991,Live In Chicago,1991
1992,Ives: Symphonies Nos. 2 & 4,1992
1993,"Bartók, Hindemith & Varèse: Suites for Orchestra",1993
1994,Caruso 2000 - The Digital Recordings,1994
1995,Talkin' About Chicago,1995
1996,Calculating Infinity,1996
1997,Fetish,1997
1998,A Song Of The Heart,1998
1999,A Mellow Bit of Rhythm,1999
2000,In Flagranté Delecto,2000
2001,Rock Con los Locos del Ritmo,2001
2002,Alive In Athens (Live),2002
2003,Peace,2003
2004,From Coffee House To Concert Hall,2004
2005,"Handel, G.F.: Messiah",2005
2006,Playthings,2006
2007,Good News For Modern Man,2007
2008,Teaspoons of Sin,2008
2009,The Other World,2009
2010,Algo Natural,2010
2011,I Want It That Way (Acoustic),2011
2012,Nova Solis / Violent Extremes,2012
2013,Locos y Rucas In Retro,2013
2014,Mosaic,2014
2015,Sweet Kisses,2015
2016,Live At Luther College,2016
2017,North // South,2017
2018,Cold Water Music,2018
2019,Rebellion is the Art of Survival,2019
2020,Greatest Christmas Songs,2020
2021,Pickin' On Clapton - A Tribute,2021
2022,Herrmann / Newman: The Egyptian,2022
2023,Prince Among Thieves,2023
2024,Release The Butterfly,2024
2025,Sound Chi: Music For Feng Shui,2025
2026,Ich werde da sein,2026
2027,Danny Malando,2027
2028,Emulsion de Skape,2028
2029,In Honor Of Duke,2029
2030,"Той женщине, которая...",2030
2031,Apocalyptic Nightmare,2031
2032,Marked For Life,2032
2033,H.I.V.,2033
2034,Pichl: Symphonies in B-Flat Major / E-Flat Major / G Major / C Major / D Major,2034
2035,#1's,2035
2036,Eugene Onegin,2036
2037,The Soft Bulletin,2037
2038,Hospital Mix 1,2038
2039,Call on the Blues,2039
2040,Close Encounters,2040
2041,Dead Forever: Tribute to Motörhead,2041
2042,Blues Everywhere I Go,2042
2043,Bare Wire,2043
2044,The Magic Banjo,2044
2045,Maskenball,2045
2046,Telephone Road,2046
2047,The Fate of Angels,2047
2048,They That Wait,2048
2049,"The Sephardic Experience, Vol. 3: Gazelle and Flea",2049
2050,"The Sephardic Experience, Vol. 4: Eggplants",2050
2051,Gracefallen,2051
2052,Foreword,2052
2053,Destiny: Rare Sides From Studio One,2053
2054,Preguntas Equivocadas,2054
2055,Milestones,2055
2056,Wardance,2056
2057,Sentimientos y Venganzas,2057
2058,The Treasure,2058
2059,"Boccherini: Complete Symphonies, Vol. 3",2059
2060,Down in Fall,2060
2061,"Weckmann: Organ Works, Vol. 2",2061
2062,Premiers Symptômes,2062
2063,That's My People,2063
2064,"Boccherini: Complete Symphonies, Vol. 2",2064
2065,Bird York,2065
2066,The Gasoline Age (Deluxe Reissue),2066
2067,Peter Allen Captured Live at Carnegie Hall,2067
2068,Wisconsin Death Trip,2068
2069,Dark Side Of The Spoon,2069
2070,The Middle of Nowhere,2070
2071,Shake My Hand,2071
2072,My World of Music,2072
2073,"Tibaldi: Trio Sonatas, Opp. 1 & 2",2073
2074,Sing Me A Story,2074
2075,Bryant Street,2075
2076,Risin' Outlaw,2076
2077,It is Well,2077
2078,Body of Mind,2078
2079,Caribbean Dream,2079
2080,Masque Of Shadows,2080
2081,The Only Reason I Feel Secure (Remastered),2081
2082,Title Of Record,2082
2083,Schumann Symphonies,2083
2084,Outlawed Bass,2084
2085,Om The Cosmic Vibration,2085
2086,Healing - Live In Detroit (with Vision),2086
2087,"Chopin: Ballades, Berceuse, Barcarolle, Scherzo No.4",2087
2088,Junk Food,2088
2089,Agnus Dei - Classical Music for Reflection and Meditation,2089
2090,The Making Of... Vibrolux,2090
2091,Kinnell,2091
2092,Calamine,2092
2093,Warm Breezes,2093
2094,Malicia,2094
2095,Shedding Skin,2095
2096,Goldberg Variations,2096
2097,Special Double CD,2097
2098,Invisible Girl,2098
2099,In the Opium of Black Veil,2099
2100,Future Perfect,2100
2101,Quiet Journey,2101
2102,Journey In Time,2102
2103,Savoir Faire avec Paul Daigle,2103
2104,Actions and Indications,2104
2105,Drumming for the Shamanic Journey,2105
2106,Salud,2106
2107,Elizabethan Songs and Consort Music,2107
2108,Hyper Techno Bass,2108
2109,"Hosanna! ""And They Sang the Word""",2109
2110,Stronger,2110
2111,Murder on Music Row,2111
2112,Pantomime,2112
2113,Boston Drops The Gloves: A Tribute To Slapsh,2113
2114,...Baby One More Time (Digital Deluxe Version),2114
2115,Disassemble Dub,2115
2116,Volodos - Live at Carnegie Hall,2116
2117,All of Who You Are,2117
2118,"Real Women, Real Beauty",2118
2119,A Tribute To Carhenge,2119
2120,Darrius,2120
2121,1975,2121
2122,Café Atlantico,2122
2123,Belmondo - Music By Ennio Morricone,2123
2124,You Are Holy,2124
2125,Bob Welch Looks At Bop,2125
2126,Tschupun,2126
2127,The Cars (Deluxe Edition),2127
2128,South African Rhythm Riot,2128
2129,The Darkside,2129
2130,Holst: Ave Maria / The Cloud Messenger / A Choral Fantasia / Part-Songs,2130
2131,Best of the Decade,2131
2132,Rock In Japan: Greatest Hits Live,2132
2133,For Once In My Life,2133
2134,Kauan koskematon / Halki lumisen metsän,2134
2135,Chopin: Nocturnes 1 - 21,2135
2136,One Nation,2136
2137,"Bergeron, S.: Perceval La Quete Du Graal (The Quest for the Grail, Vol. 1) (La Nef)",2137
2138,Western Wall: The Tuscon Sessions,2138
2139,Collective Unconscious,2139
2140,"One Guitar, No Vocals",2140
2141,This Is How Men Cry,2141
2142,Celtic Moods,2142
2143,Welcome to Hard Times,2143
2144,Serenity Suite,2144
2145,The Secret Of The Semitones,2145
2146,Tue ce drum Pierre Bouchard,2146
2147,Volume 11 - Strings,2147
2148,Volume 10 - Brass,2148
2149,To The Sea (Dig Remaster 2004),2149
2150,Blues on the Corner,2150
2151,Trio II (Remastered),2151
2152,Greatest & Latest,2152
2153,Early Venetian Lute Music,2153
2154,The Best Tracks Of,2154
2155,"Dragon & Phoenix: Music for Massage, Yoga, Tai Chi & Feng Shui",2155
2156,Nigga Please (20th Anniversary Edition),2156
2157,Begegnungen Live,2157
2158,Orgullo Obrero,2158
2159,YMO Go Home!,2159
2160,The Extended Flute,2160
2161,Oak Ridge Boys Collection,2161
2162,Lebendige Vergangenheit - Tito Schipa (Vol.2),2162
2163,At Home With Cherry Twister,2163
2164,Blue Rain (Single),2164
2165,I Am Not Like God,2165
2166,Arista Heritage Series: Taylor Dayne,2166
2167,Make Yourself,2167
